,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
לבחור נכון - Amir Dadon,לבחור נכון,Amir Dadon,minor,6.390800952911377,0.1144242063164711,0.8855758309364319,4.861762046813965,4.9836273193359375,0.991977035999298,0.7524334192276001,0.2475665360689163,0.8539328575134277,0.1460670828819275,0.6570645570755005,0.3429354429244995,0.173830896615982,0.8261691331863403
"Oh My Life - ECHO, Tomer Katz, D Fine Us",Oh My Life,"ECHO, Tomer Katz, D Fine Us",minor,4.723028182983398,0.0452303513884544,0.9547696709632874,4.175704002380371,4.395284652709961,1.0791343450546265,0.2601149976253509,0.7398849725723267,0.6053482890129089,0.3946516513824463,0.2397916316986084,0.7602083683013916,0.4823217391967773,0.5176782608032227
"חתולים - Jimbo J, Ravid Plotnik",חתולים,"Jimbo J, Ravid Plotnik",minor,4.271243572235107,0.2424538284540176,0.7575461864471436,3.9269356727600098,4.491452217102051,1.0984758138656616,0.1930915862321853,0.806908369064331,0.594136655330658,0.405863344669342,0.2449595630168914,0.7550404667854309,0.4408784806728363,0.5591214895248413
"Mood (feat. iann dior) - 24kGoldn, iann dior",Mood (feat. iann dior),"24kGoldn, iann dior",-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
The Real Slim Shady - Eminem,The Real Slim Shady,Eminem,minor,3.81463885307312,0.00596843380481,0.9940316081047058,3.616345405578613,4.599686622619629,1.77443528175354,0.0422057174146175,0.9577943086624146,0.36111781001091,0.6388821601867676,0.0241020079702138,0.9758979678153992,0.8338270783424377,0.1661729514598846
עשר אפס לך - Adir Getz,עשר אפס לך,Adir Getz,major,4.664641857147217,0.0029353871941566,0.9970646500587464,3.26155424118042,4.4714837074279785,1.0367491245269775,0.0521143749356269,0.9478856325149536,0.3798370063304901,0.6201629638671875,0.0192544590681791,0.9807455539703368,0.8173998594284058,0.1826000809669494
וי כחול - Eyal Golan,וי כחול,Eyal Golan,minor,4.540476322174072,0.0097696892917156,0.9902302622795104,3.665360450744629,4.3173828125,1.4972048997879028,0.0802649110555648,0.9197351336479188,0.3177194893360138,0.6822804808616638,0.0462548062205314,0.9537452459335328,0.7466895580291748,0.2533103823661804
יהלומים - BLING BLING - Noa Kirel,יהלומים - BLING BLING,Noa Kirel,minor,3.223579168319702,0.1976655125617981,0.8023345470428467,4.738770484924316,4.705930233001709,1.25702702999115,0.55362868309021,0.44637131690979,0.9203858375549316,0.0796141698956489,0.6959419846534729,0.3040580153465271,0.22952501475811,0.7704749703407288
"באת לי פתאום - Keren Peles, Roni Alter",באת לי פתאום,"Keren Peles, Roni Alter",major,4.878143310546875,0.1104641035199165,0.8895359039306641,4.578447341918945,5.0869245529174805,1.0769625902175903,0.5844521522521973,0.4155477881431579,0.8170364499092102,0.1829635798931121,0.4568992257118225,0.5431007742881775,0.2328778058290481,0.767122209072113
"Sunflower - Spider-Man: Into the Spider-Verse - Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",major,4.043888092041016,0.1382519900798797,0.8617479801177979,4.599724769592285,4.761153221130371,1.251543641090393,0.4809054434299469,0.5190945267677307,0.7297170162200928,0.2702829837799072,0.5128512382507324,0.4871487915515899,0.2024810165166854,0.7975190281867981
Do I Wanna Know? - Arctic Monkeys,Do I Wanna Know?,Arctic Monkeys,major,4.633191108703613,0.0428588949143886,0.9571411609649658,4.63111686706543,4.738646984100342,1.1140074729919434,0.0198276881128549,0.980172336101532,0.6599839329719543,0.3400161266326904,0.145655944943428,0.8543440699577332,0.5186982750892639,0.4813017249107361
Riptide - Vance Joy,Riptide,Vance Joy,major,3.611970901489258,0.1692698001861572,0.8307301998138428,4.62220573425293,4.519580841064453,1.0055142641067505,0.2243208736181259,0.7756791114807129,0.7987511157989502,0.2012489140033722,0.4781027734279632,0.5218972563743591,0.3469613790512085,0.6530386805534363
MONEY - LISA,MONEY,LISA,minor,4.180412769317627,0.1452227532863617,0.8547772765159607,4.907722473144531,4.633887767791748,0.9936661124229432,0.3292599618434906,0.670740008354187,0.8485053181648254,0.1514946818351745,0.6494173407554626,0.3505826890468597,0.4040600657463074,0.5959399342536926
פרפרים - Carakukly,פרפרים,Carakukly,major,4.916543006896973,0.1642476916313171,0.8357523083686829,5.504759788513184,5.214987754821777,1.1242010593414309,0.1969697624444961,0.803030252456665,0.8648992776870728,0.1351006627082824,0.4991365373134613,0.5008634924888611,0.3493389189243316,0.6506611108779907
מה בלילות - Bar Tzabary,מה בלילות,Bar Tzabary,major,4.961104393005371,0.1294593065977096,0.8705407381057739,4.076224327087402,4.393973350524902,0.9757609367370604,0.4117848575115204,0.588215172290802,0.7061845660209656,0.2938154637813568,0.2801074981689453,0.7198925018310547,0.4669235348701477,0.5330764651298523
Why'd You Only Call Me When You're High? - Arctic Monkeys,Why'd You Only Call Me When You're High?,Arctic Monkeys,major,4.368340492248535,0.005968433804810047,0.9940316081047058,3.6163454055786133,4.599686622619629,1.1296085119247437,0.04220571741461754,0.9577943086624146,0.36111781001091003,0.6388821601867676,0.02410200797021389,0.9758979678153992,0.8338270783424377,0.16617295145988464
"Beautiful Mistakes (feat. Megan Thee Stallion) - Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
הבלדה למחלקה להלבשה תחתונה - Mercedes Band,הבלדה למחלקה להלבשה תחתונה,Mercedes Band,major,2.7440781593322754,0.11797364801168442,0.8820263743400574,4.4694342613220215,4.974669933319092,1.138390064239502,0.2567300498485565,0.7432699203491211,0.7187448143959045,0.28125518560409546,0.3240874409675598,0.675912618637085,0.6011967062950134,0.39880335330963135
Take You Dancing - Jason Derulo,Take You Dancing,Jason Derulo,major,2.4956347942352295,0.3148597776889801,0.6851402521133423,3.9980897903442383,4.370342254638672,1.1706451177597046,0.11224836111068726,0.8877516984939575,0.492756187915802,0.5072438716888428,0.2512655258178711,0.7487345337867737,0.3528303802013397,0.6471696496009827
מתגעגעת - Nathan Goshen,מתגעגעת,Nathan Goshen,major,5.313466548919678,0.21852707862854004,0.7814728617668152,5.51992130279541,5.056143283843994,0.9852054715156555,0.3798254430294037,0.6201745867729187,0.9410693049430847,0.058930668979883194,0.6582635641098022,0.34173643589019775,0.27887967228889465,0.721120297908783
Dark Red - Steve Lacy,Dark Red,Steve Lacy,minor,4.717144012451172,0.005968437064439058,0.9940316081047058,3.6163456439971924,4.599686622619629,1.3138507604599,0.04220569506287575,0.9577943086624146,0.36111781001091003,0.6388822197914124,0.024102019146084785,0.9758979678153992,0.8338269591331482,0.16617298126220703
"Shallow - Lady Gaga, Bradley Cooper",Shallow,"Lady Gaga, Bradley Cooper",major,4.508293151855469,0.15171566605567932,0.8482843041419983,5.295251846313477,4.8666887283325195,0.9391329884529114,0.28140702843666077,0.7185930013656616,0.8733055591583252,0.1266944408416748,0.567609965801239,0.432390034198761,0.2592533528804779,0.7407466769218445
"חיים מאושרים - Nathan Goshen, Eden Ben Zaken",חיים מאושרים,"Nathan Goshen, Eden Ben Zaken",minor,4.206666946411133,0.18641209602355957,0.8135879039764404,4.833566188812256,4.808008670806885,1.1019680500030518,0.3165978491306305,0.6834021210670471,0.8639240860939026,0.13607583940029144,0.6017677187919617,0.39823225140571594,0.25907209515571594,0.7409279346466064
Wake Me Up - Avicii,Wake Me Up,Avicii,major,4.653785228729248,0.19159334897994995,0.80840665102005,4.632854461669922,4.5480217933654785,0.9943951368331909,0.30186304450035095,0.6981369256973267,0.7936016917228699,0.20639832317829132,0.529546856880188,0.4704531729221344,0.3459120988845825,0.6540879011154175
"Powerful - Red Band, Full Trunk",Powerful,"Red Band, Full Trunk",minor,4.974242687225342,0.19797328114509583,0.8020266890525818,4.998510360717773,4.775005340576172,1.1230864524841309,0.4612540006637573,0.5387459993362427,0.8861539363861084,0.1138460636138916,0.6717893481254578,0.32821062207221985,0.3125125467777252,0.6874874830245972
Yellow - Coldplay,Yellow,Coldplay,major,3.0496044158935547,0.005968437064439058,0.9940316081047058,3.616345167160034,4.599686622619629,1.0109390020370483,0.04220571741461754,0.9577943086624146,0.36111781001091003,0.6388822197914124,0.024102019146084785,0.9758979678153992,0.8338269591331482,0.16617301106452942
